Tweet,polarity,subjectivity,Sentiment
"RT @ggreenwald: US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3…",0.136363636,0.454545455,Negative
"RT @AmScuderia: @C3lV4 @JohnsonKabuya @L_ThinkTank Avant Mars 2022 t’en avais rien à foutre de l’Ukraine arrête de nous faire le choqué, vo…",0,0,Negative
@sabinehunde9 @WDRaktuell Das ist kein Fakt. Die Ukraine musste gestern dutzende russische Raketen abwehren. Dabei… https://t.co/ac8mFJWuAP,0,0,Negative
RT @rising_serpent: Biden-FTX-Ukraine is everything they claimed Trump was doing with Russia and then investigated him for five straight ye…,0.2,0.4,Negative
@jschmidt2476 Ukraine hat mitten im Krieg in den ungarischen Gebieten Symbole für Frieden zwischen den Ungarn und U… https://t.co/ZgkLbGHdxI,0,0,Negative
"@Shaykay1717 What Poland deal?

I think the attack on Poland was aimed to trick Trump into screaming for support for Ukraine...",0,0,Negative
@243Actualites Avec l'Ukraine 🇺🇦 il y a des actions concrètes mais pour la RDC 🇨🇩 il nous promette de faire la pression !,0,0,Negative
RT @MriyaReport: Please do not forget the price #Ukraine is paying on a daily basis for OUR freedom. https://t.co/HSwD8la2oS,0,0,Negative
RT @damnitsbts: And Europeans have a lot of balls and audacity to speak about brown immigrants as if earlier this year we didn’t see yall b…,0,0.5,Negative
"RT @ukraine_world: Sweden announced to send to Ukraine air defence systems, vehicles, winter equipment
Thank you🇸🇪
#Ukrainewillwin",0,0,Negative
"RT @kajakallas: My reply to @washingtonpost on incident in #Poland:

It shows the seriousness of Russian aggression and that its consequenc…",0,0,Negative
"RT @thesiriusreport: Clown show continues. West continues to press self-destruct button.

Having immediately blamed Russia for missile stri…",0,0,Negative
RT @PhillipsPOBrien: This really is a fascinating press conference by Secdef Austin and Gen Milley. Just started it. Austin says early that…,0.4,0.575,Negative
"RT @Zeitenspringer: @Bundeskanzler @NATO Das passiert, wenn Ihr die Ukraine mit Waffen vollpumpt und die Ukrainer sie nicht bedienen können…",0,0,Negative
"RT @GlobalActionPW: In UN Security Council on Ukraine, @USAmbUN notes her announcement ""in the dark"" while in Ukraine pledging fresh suppor…",0.075,0.45,Negative
"RT @AJEnglish: ‘Not Ukraine’s fault’ 

NATO says Russia to blame for Poland blast https://t.co/B4kOESdFdq https://t.co/iHMOjTJyKn",0,0,Negative
RT @MriyaReport: Please do not forget the price #Ukraine is paying on a daily basis for OUR freedom. https://t.co/HSwD8la2oS,0,0,Negative
RT @BPartisans: ◾Les pays de l'OTAN devraient réfléchir après l'incident en Pologne avec des missiles - à quel point l'Ukraine est un parte…,0,0,Negative
"@ellas__tw @ChachbagCapital @KyivIndependent @ZelenskyyUa The Russian Federation came to Ukraine.
Who wants war?
🤡",0.1,0.05,Negative
"RT @VaticanNews: ""Let us pray that the Lord will convert the hearts of those who still point to war and make the desire for peace prevail f…",0,0,Negative
"RT @TeiichiAoyama: ウクライナ全土空爆・第二報＞
ロシア軍、ウクライナ全土で報告された大規模なミサイル攻撃。８５カ所＋２０カ所の主にエネルギーインフラを標的にして、巡航ミサイルの推定合計 100 発の X-101 と X-555 巡航ミサイルがウクライナで発射…",0,0,Negative
"RT @RepMTG: The missile attack killing two innocent people in Poland was likely from Ukrainian Air Defense.

We must stop letting Zelensky…",0.25,0.85,Negative
RT @GuntherEagleman: Joe Biden asking for 37 Billion more for Ukraine is fucking absurd…,-0.05,0.65,Positive
RT @ReutersJapan: ウクライナ迎撃ミサイル着弾の公算、ロシアに最終責任＝ＮＡＴＯ https://t.co/Oe97KTEfD2,0,0,Negative
"RT @ukraine_map: Ukraine🇺🇦 Air Defense Systems

NATO SAM Systems
NASAMS 🇺🇸🇳🇴 (16 Launchers)
Stormer HVM 🇬🇧 (6 Launchers)
Aspide 🇮🇹 (4 Launc…",0,0,Negative
RT @AZgeopolitics: 🇳🇱💰🪖🇺🇦The Dutch authorities have announced that they have allocated more than 322 million EUR for military aid to Ukrain…,0.2,0.3,Negative
"RT @cnni: Russia's ability to spy in Europe has been dealt the ""most significant strategic blow"" in recent history after coordinated expuls…",0.291666667,0.541666667,Negative
"RT @atrupar: Gen. Milley commits to supporting Ukraine: ""This is a war that Russia's leadership has chosen to put Russia into. They didn't…",0.25,0.25,Negative
RT @catoletters: Ukraine War.  Cui Bono.  Not the Ukrainian People.  Not Russia nor Russian people.  Not citizens of US.  So who is really…,0,0,Negative
@toryboypierce Ukraine war: Poland missile strike reveals Nato divisions https://t.co/FxQVGXWmFW,0,0,Negative
"RT @lrish_Minx: @bennyjohnson Let me get this right , 

So if it was from Russia it would have been WW3 but because it was Ukraine that fir…",0.285714286,0.535714286,Negative
"#Polen #NATO #buendnisfall #Russland #Weltkrieg #Zimmermann #Ukraine #Artikel5 #Angriff ...
Führt zu Schnapatmung bei den Russland Trollen.",0,0,Negative
"RT @DonaldJTrumpJr: Since it was Ukraine's missile that hit our NATO ally Poland, can we at least stop spending billions to arm them now?",-0.3,0.4,Positive
"RT @UKR_Report: 🇺🇸CHIEF OF STAFF OF THE UNITED STATES:

WE CONSIDER IT VERY UNLIKELY THAT UKRAINE WILL COMPLETELY REMOVE RUSSIA FROM ITS TE…",-0.275,0.525,Positive
"RT @RonPaul: Did Ukraine Try To Lie Us Into WWIII? - today on the Liberty Report:
https://t.co/DuDCDIlCbg",0,0,Negative
"Singing in English not for everyone... But well, We all share our Solidarity with Ukraine https://t.co/ZPlUSLuQdH",0,0,Negative
"RT @IlseVonSch: @Maks_NAFO_FELLA Milley is not a reliable source. His prediction of Kyiv falling  in 3 days aged like milk. 🤡

Pentagon is…",-0.1,0.4,Positive
"RT @irgarner: A reminder that Russia shot down a passenger jet over Ukraine in 2014, killing 298 civilians, and the West shrugged and got o…",-0.155555556,0.288888889,Positive
"RT @bennyjohnson: UKRAINE tried to start WW3 yesterday when a UKRAINIAN missile struck a NATO country and killed innocent civilians.

Ukrai…",0.15,0.35,Negative
@MevCdf @herwinepinal @Jeandelafonte3 @f_philippot Poutine dont l'armée se prend une trempe en Ukraine use de la mé… https://t.co/3s7WWdkmzR,0,0,Negative
@Iran_Ukraine_ برای کمک ب تو,0,0,Negative
"1) You’re still a warmonger.

2) These are @amprog neoliberal talking points.

3) Your brand of imperialism gives c… https://t.co/yCAl45XO0Z",0,0,Negative
"RT @ggreenwald: US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3…",0.136363636,0.454545455,Negative
RT @blackintheempir: Ukraine is not a NATO member and they bombed Poland,0,0,Negative
"RT @DonaldJTrumpJr: Since it was Ukraine's missile that hit our NATO ally Poland, can we at least stop spending billions to arm them now?",-0.3,0.4,Positive
"RT @mtracey: Zelensky and top Ukraine officials immediately asserted that Russia had launched the missile strikes against Poland, and major…",0.5,0.5,Negative
"RT @SLThank4thefish: So, Ukraine (our ally) mistakenly fires missiles into Poland (a NATO member), publicly and repeatedly confidently blam…",0.25,0.45,Negative
"@RusEmbSwe blar blar blar…

Meanwhile NAZI TERRORIST putin thinks its OK to MURDER &amp; RAPE Ukrainians

LEAVE UKRAINE… https://t.co/rrXsbQZJgK",0.5,0.5,Negative
"RT @ggreenwald: US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3…",0.136363636,0.454545455,Negative
RT @Flash_news_ua: ⚡️The State Security Service of Ukraine discovered lists of FSB (Russian Intelligence) agents who cooperated with the en…,0,0,Negative
Missile incident was Ukrainian ‘provocation’ – Polish politician — RT World News https://t.co/aWaElmXXI3,0,0,Negative
"RT @301arm: Ukraine supplied Azerbaijan with white phosphorus ammunition, which was used during the fighting over Artsakh in 2020

This sta…",0,0,Negative
RT @USAmbUN: Getting Ukrainian grain out to the world is one of the best ways we can address the global food insecurity crisis. This U.S. a…,0.5,0.15,Negative
"RT @TulsiGabbard: Biden Admin is giving blank check to military industrial complex &amp; corrupt bureaucrats in Ukraine, while pushing for 87k…",-0.225,0.375,Positive
"RT @KyivIndependent: ⚡️Sweden to supply Ukraine with air defense systems.

According to Sweden’s Defense Minister Pål Jonson, the upcoming…",0,0,Negative
@JackPosobiec I lost all faith in Ukraine when they said they would need a trillion dollars to keep up this war. Lm… https://t.co/n4Y5DaY25a,0,0,Negative
"RT @RepMTG: I’m calling for an audit of all US aid and funding to Ukraine.

The American people deserve to know how their money is being sp…",0,0,Negative
@Cathy_AZ @RepGosar There’s no evidence that the crypto Ukraine was receiving in donations was then funneled back a… https://t.co/Ng5QoKa65X,0,0,Negative
"But on the other hand, Russia shot 100-something missiles at Ukraine, and it is very plausible the missiles were fr… https://t.co/Axqk37JW5u",0.2625,0.5125,Negative
RT @rakeen_mabud: Voters understood that corporate greed and the war in Ukraine were at the root of inflation says @fshakir at #EconCon Pre…,0,0,Negative
@itsEritrea Russia attacked countless missiles to Ukraine and few in Poland.,-0.1,0.3,Positive
RT @GerryWi68262112: https://t.co/B4j2FyOyOd  Who is the bigger crook  Joe Biden or his son Hunter ?? And why is Ukraine so involved ??,0,0.5,Negative
"RT @Bitboy_Crypto: Anyone else confused as to why SBF has not been arrested yet?

Let’s look at why:
 
-@GaryGensler worked for his gf’s da…",-0.4,0.7,Positive
RT @nexta_tv: The Security Service of Ukraine put the head of the Chechen Republic Ramzan Kadyrov on the wanted list. Data about this publi…,0,0,Negative
"RT @bloombeary: People, who are crying about Ukraine starting WWIII and hitting POLAND with missile, never supported Ukraine in the first p…",0.016666667,0.344444444,Negative
"RT @Tendar: Russia experienced another larger defeat at the Svatove front. Three T-72B3, relatively modern Russian tank types, have been ca…",0.25,0.425,Negative
@GMACVHHH @memacvella @mikepompeo #TaxpayerMoney #Ukraine #FTX to #Congress https://t.co/XuRAt0nlJw,0,0,Negative
RT @mfa_russia: 💬 President #Putin: Those who collaborated with the Nazis out of cowardice have to cover up this betrayal of the interests…,0,0,Negative
"RT @UVieile: @YvesPDB S'il y a un cessez-le-feu, le monde va enfin se réveiller et cette hystérique sera mise en prison. Il y aura toujours…",0,0,Negative
"RT @GuntherEagleman: Remember, RINO Mitch McConnell went to Ukraine… He is in on it too.",0,0,Negative
"RT @ggreenwald: US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3…",0.136363636,0.454545455,Negative
RT @TsybulskaLiubov: Russian soldiers have stolen a raccoon from Kherson zoo. The social media in Ukraine exploded. Ukrainians want the rac…,0.016666667,0.033333333,Negative
"RT @RonPaul: Did Ukraine Try To Lie Us Into WWIII? - today on the Liberty Report:
https://t.co/DuDCDIlCbg",0,0,Negative
"RT @RepMTG: I’m calling for an audit of every single penny that has been sent to Ukraine.

This must be done as soon as possible for the Am…",-0.035714286,0.607142857,Positive
"@Reuters Ukraine missile paid by europian and usa tax payers money ,probably Poland it self.",0,0,Negative
"RT @bennyjohnson: UKRAINE tried to start WW3 yesterday when a UKRAINIAN missile struck a NATO country and killed innocent civilians.

Ukrai…",0.15,0.35,Negative
"RT @RWApodcast: Three military Toyota Mega Cruisers, likely donated to Ukraine by Japan, now in Russian service. https://t.co/luziAEXPCH",-0.033333333,0.366666667,Positive
"RT @itsEritrea: When the West found out that it was Ukraine that threw missiles at Poland, they are saying it was an accident, not a planne…",0,0,Negative
"RT @ggreenwald: US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3…",0.136363636,0.454545455,Negative
RT @MriyaReport: Please do not forget the price #Ukraine is paying on a daily basis for OUR freedom. https://t.co/HSwD8la2oS,0,0,Negative
RT @KimDotcom: I have taken a lot of heat for calling out the US proxy war in Ukraine and for educating you about the real reasons for this…,0.2,0.3,Negative
"RT @Faytuks: BREAKING: ""This is getting ridiculous. The Ukrainians are destroying [our] confidence in them. Nobody is blaming Ukraine and t…",-0.266666667,0.5,Positive
RT @GuntherEagleman: Joe Biden asking for 37 Billion more for Ukraine is fucking absurd…,-0.05,0.65,Positive
"RT @RepMTG: I’m calling for an audit of every single penny that has been sent to Ukraine.

This must be done as soon as possible for the Am…",-0.035714286,0.607142857,Positive
"@Bvbbub @PositionPool @ZDFheute Doch, die Ukraine hat 2021 mehrfach Drohneneinsätze gegen die Republik Donezk geflo… https://t.co/QAKp9qpEn3",0,0,Negative
"Russian missiles hit Poland, killing 2, as Ukraine reports 85 strikes
#NATO #Poland #UnitedStates #WWIII #Ukraine #
https://t.co/hs0NX3nl2l",0,0,Negative
@moritz_gathmann Wenn ich mit einer Waffe auf dich ziele und du schießt auf mich aber triffst eine Frau 20m neben m… https://t.co/B5110rtIbA,0,0,Negative
@jrpsaki Is the DOJ going after Biden for his laundering operation in Ukraine or him bribing Ukraine to have a pros… https://t.co/fkX05DgJ88,0,0,Negative
@RoyalSegolene Mais tu fais semblant de ne pas comprendre…. Un cessez-le-feu va avantager définitivement la Russie.… https://t.co/mnIvyp9SD9,0,0,Negative
@Leslie64993617 we save our compassion for Nazi's in Ukraine.  major U.S. cities would like potable water,0.0625,0.5,Negative
@Iran_Ukraine_ کیرم تو بیت رهبری,0,0,Negative
RT @RepThomasMassie: We should immediately stop payments to Ukraine and begin a thorough audit of the $60 billion that Joe Biden and Congre…,0,0,Negative
RT @ToriiTorii5: @BFMTV L’ukraine cherche à faire intervenir l’otan...rien de pire que zelensky...mais j’aimerai savoir où fa tout cet arge…,0,0,Negative
"RT @RepTroyNehls: The missile that killed two people in Poland was likely from Ukraine Air Defense. 

If Zelensky knew and chose to lie, th…",-0.1,0.5,Positive
"RT @MFA_Ukraine: #RussiaIsATerroristState
Missile terror &amp; killings of people during #G20 is Russia’s real stance on the issue of peace tal…",0.2,0.3,Negative
